Order Date,Sales,Profit
18-06-2013,3712.59,849.87
19-11-2013,1798.6764,86.6364
02-10-2014,2575.92,978.84
09-05-2014,4298.85,300.9
12-02-2014,2074.734,276.534
07-08-2014,2584.008,290.598
09-09-2013,1482.39,68.31
17-02-2014,1046.25,-111.6
24-02-2012,3187.2,541.8
12-12-2012,703.35,260.1
07-11-2014,2841.66,852.48
25-07-2013,1236.33,519.21
11-10-2014,2488.56,348.24
01-05-2014,723.3,122.85
03-08-2012,2619,232.68
20-12-2012,1704.87,-1023.03
20-06-2012,1278,460.08
30-11-2012,2051.1,40.95
27-10-2011,2470.5,518.76
13-12-2014,3242.88,421.56
11-07-2014,796.824,231.264
13-10-2014,1612.845,394.245
16-06-2012,2799.63,391.77
21-07-2014,2063.7684,141.1884
27-10-2011,1693.23,829.5
20-08-2012,5737.5,630.99
24-05-2012,1641.087,473.907
22-09-2011,1917,690.12
17-10-2013,823.5,172.92
05-06-2013,3180.75,1081.35
21-10-2013,910.35,391.35
27-06-2014,1446.6,665.4
12-03-2011,3272.01,1537.83
11-07-2013,2888.76,173.25
27-02-2013,1781.136,-134.064
08-04-2011,1894.536,505.176
19-11-2012,1317.9,0
10-03-2011,1274.16,382.2
25-01-2014,2485.62,795.24
24-12-2011,3271.2,1341.15
22-06-2011,1718.172,610.812
18-12-2012,1274.7,165.66
29-01-2014,1864.215,455.565
13-12-2011,1609.29,241.38
01-12-2012,2673.81,26.73
05-03-2013,2051.013,667.113
23-05-2011,1120.77,55.89
11-12-2012,1302.96,182.4
02-06-2014,1043.9304,-295.5096
25-06-2013,1720.116,382.176
28-11-2014,1832.607,-445.113
28-11-2013,1850.46,259.02
17-05-2014,3094.56,1423.44
29-10-2014,886.1412,106.7412
23-11-2011,473.847,-5.853
17-09-2013,1908.45,534.33
25-04-2012,1760.43,-326.97
23-07-2014,952.29,-53.01
26-06-2014,2747.7,82.26
26-01-2012,1014.72,141.96
07-07-2012,1591.56,79.56
07-12-2012,1053.8676,-152.4924
05-11-2013,1403.082,296.082
05-07-2014,1944.9,291.6
01-05-2013,3040.8,1155.36
25-06-2013,1933.2,-128.88
04-10-2013,2819.52,338.22
19-12-2012,607.32,115.32
09-10-2014,2906.4,1220.52
24-03-2014,2572.74,1080.54
09-04-2014,1656.72,-110.52
04-10-2014,2015.496,850.836
25-10-2012,1773.72,44.22
07-05-2012,972.567,194.427
14-10-2013,1313.712,102.072
15-11-2011,2398.374,-1479.126
24-05-2013,2761.2,110.34
12-08-2013,3180.3,381.6
06-02-2012,1236.33,519.21
28-08-2014,759.66,311.46
22-05-2013,1581.03,790.47
01-10-2012,3547.44,780.24
25-06-2013,724.8,333.36
18-06-2012,689.094,-53.886
26-03-2014,3216.24,96.39
01-04-2014,2614.689,-821.961
17-10-2013,636.78,286.5
16-10-2014,1241.001,124.011
22-01-2013,1838.52,349.2
03-08-2011,2605.392,-553.878
25-10-2013,1679.616,-149.364
28-05-2013,1764.165,127.335
24-10-2014,3720,632.4
05-11-2014,723.66,101.22
05-10-2012,883.95,234.27
18-11-2011,470.112,39.552
29-01-2014,1028.16,274.08
19-05-2011,935.172,20.622
25-06-2011,2266.1475,-0.0525
01-11-2012,3606.336,1202.016
10-07-2013,2367.36,604.86
20-11-2014,1113.264,-705.096
25-12-2012,2182.68,174.6
01-09-2011,1429.05,371.49
27-12-2012,1431.3375,171.6975
03-12-2014,1559.16,405.36
20-11-2014,771.228,-321.372
02-04-2012,528.93,188.01
15-12-2012,1987.32,298.08
10-06-2012,2266.1475,-0.0525
26-03-2014,1444.548,103.068
01-05-2014,512.568,193.608
17-01-2012,2605.92,364.8
06-09-2012,1111.725,135.855
03-06-2014,1754.298,214.368
02-08-2012,5759.964,-0.336
24-08-2013,868.95,43.35
17-10-2014,3048.15,1463.07
23-05-2014,1781.19,35.37
27-03-2014,2289.75,68.55
11-11-2011,780.6912,181.6512
01-08-2011,1157.58,254.52
12-09-2013,911.574,101.214
15-03-2014,1058.022,340.872
16-06-2014,3139.128,941.688
30-09-2013,538.488,-0.072
28-03-2012,1859.13,-26.67
19-12-2012,2973.06,445.86
24-10-2014,646.4988,-13.9812
15-02-2011,1743.96,645.24
11-07-2014,890.4285,114.7785
30-06-2012,1229.904,286.974
07-11-2011,1274.88,216.72
29-10-2014,528.009,-72.441
04-08-2011,1455.12,116.4
24-06-2011,1591.11,364.23
13-11-2014,1458.96,495.84
20-11-2012,641.97,38.43
10-11-2012,2300.076,408.876
22-11-2013,757.08,302.73
14-05-2011,1836,238.68
06-03-2013,1976.562,592.812
07-08-2013,1954.44,-286.68
25-11-2014,1411.02,580.02
06-05-2014,1266.96,139.32
25-02-2011,1527.12,656.64
23-12-2013,563.904,-263.196
22-04-2014,858.06,248.64
22-07-2014,2039.0715,109.6215
03-03-2014,900.72,45
03-05-2013,1324.35,609.12
22-04-2014,454.95,190.95
23-08-2014,616.44,265.02
17-08-2012,1333.44,146.64
12-03-2013,788.22,102.42
23-03-2013,2217.78,775.98
21-11-2014,1241.28,434.4
21-06-2013,1524.2058,-575.3142
02-04-2014,766.5246,288.4446
24-11-2012,1836.03,752.64
10-07-2013,2544.24,305.28
24-06-2013,2068.335,206.685
10-01-2013,730.32,175.2
25-09-2011,2885.085,-224.595
30-09-2013,1289.5659,263.2959
26-06-2012,1587.0015,-76.5585
15-12-2014,2534.0175,136.2375
04-11-2011,1046.25,-976.5
12-01-2012,1962,392.4
26-12-2013,3547.44,88.44
22-12-2011,3024.189,86.319
24-12-2014,2386.125,381.675
04-07-2014,501.9,215.7
01-04-2013,2672.517,676.167
23-10-2013,1961.82,420.3
24-11-2014,783.99,337.14
01-11-2011,743.13,230.31
14-02-2013,776.412,301.812
15-11-2013,1462.14,321.66
31-05-2012,2131.245,473.595
20-07-2011,1535.814,-409.626
18-12-2012,452.088,-25.152
01-01-2013,1358.28,203.7
18-11-2014,2129.4954,938.7954
31-05-2012,951.6,66.3
20-07-2012,696.75,132.3
26-09-2014,1315.68,328.8
10-01-2013,1501.2,89.91
08-08-2012,954.36,343.53
17-11-2014,482.76,183.33
11-07-2012,504,246.96
25-06-2013,566.2308,-363.2892
20-11-2012,513.72,215.76
08-09-2011,1111.725,135.855
28-10-2013,1308.48,536.46
25-11-2014,1409.04,436.77
11-11-2011,893.8104,129.1704
13-10-2014,542.484,126.564
22-05-2013,697.86,209.34
21-08-2013,837.2376,211.7376
17-05-2014,2153.16,861.24
11-11-2011,393.2388,-341.3412
07-09-2011,524.28,146.76
13-09-2013,1210.626,376.596
16-04-2012,1093.4112,-20.6688
29-07-2013,504.36,201.72
16-01-2013,404.676,-31.524
03-12-2013,500.202,83.322
10-09-2012,2050.488,-512.712
05-06-2012,1487.628,655.728
27-11-2012,1792.98,394.38
01-11-2012,565.515,-237.555
09-05-2013,429.48,-257.76
07-08-2013,1000.9125,26.6625
14-11-2014,2194.92,1031.52
22-12-2014,532.5,207.66
13-10-2014,645.138,157.698
08-03-2011,860.895,143.325
01-10-2014,1971.3456,-813.6144
13-11-2012,1995.3,638.46
10-08-2012,1685.16,706.56
09-12-2011,1773.9,124.02
08-01-2014,698.8995,-32.2605
27-09-2013,565.02,129.9
14-02-2014,678.771,-320.229
06-06-2011,1717.335,725.085
12-06-2013,969.0228,302.0628
09-10-2013,1649.214,36.624
31-12-2012,625.644,-34.836
03-04-2014,527.868,73.788
04-03-2013,1179.2625,-471.7875
06-09-2013,659.178,-0.162
18-11-2011,827.9733,-56.7567
17-05-2013,539.775,-302.355
27-03-2014,2722.86,408.24
25-06-2012,1035.84,455.76
06-02-2012,2737.98,301.14
12-08-2013,1075.23,344.07
06-06-2011,938.145,-0.195
18-09-2014,2086.98,145.95
07-11-2013,900.072,9.972
11-11-2011,1383.12,331.92
20-06-2012,448.02,8.91
16-11-2013,911.04,282.42
13-09-2013,969.084,-75.546
01-08-2011,516.96,165.42
26-04-2013,1026.24,174.36
16-01-2014,1377,179.01
29-12-2011,578.502,-38.568
03-06-2013,785.79,369.27
20-10-2014,1759.5135,624.3135
08-02-2013,1226.3445,118.5945
21-11-2014,990.12,356.4
25-07-2011,1431.54,413.49
31-01-2011,2571.12,102.84
27-06-2013,1573.92,786.96
22-10-2011,1249.857,444.297
09-10-2013,1711.125,-190.125
21-12-2011,878.223,-127.077
15-02-2011,921.375,-172.125
26-12-2013,1006.0641,-165.4659
21-07-2014,1187.64,213.66
05-09-2014,949.104,-105.456
15-12-2012,1469.25,616.95
23-01-2012,2636.85,580.05
23-12-2013,990.9516,-878.7684
26-11-2013,892.44,44.46
05-10-2011,850.95,93.6
25-06-2013,1630.8,652.2
02-09-2014,1285.56,51.42
11-11-2013,961.8,163.38
10-11-2011,490.5,156.96
15-05-2012,2438.667,867.027
26-09-2013,1636.956,472.836
17-09-2013,1751.625,38.925
17-05-2012,565.11,-31.44
17-07-2014,1049.616,-314.904
18-10-2012,760.38,144.42
21-01-2014,867.96,86.76
14-11-2014,2068.335,206.685
30-12-2014,433.98,-166.47
18-03-2014,1487.724,-488.916
27-06-2012,1272.48,534.42
01-10-2012,972.567,194.427
29-10-2013,660.312,242.112
02-08-2012,1140.3,433.26
26-11-2014,1839.18,238.98
20-03-2014,1272.48,458.04
02-10-2013,412.8,132.06
14-11-2014,689.136,-226.464
19-10-2011,380.0736,-77.8464
04-05-2013,642,179.7
25-02-2012,700.65,15.57
18-04-2014,716.1,343.65
26-10-2011,862.0878,114.2478
01-05-2013,1236.96,24.72
11-11-2014,550.128,143.088
22-06-2013,789.93,229.05
25-11-2011,743.7,37.05
10-08-2012,558.9552,-94.3248
21-11-2014,1837.56,-114.99
15-02-2011,1235.286,-456.174
12-07-2011,1057.8,338.46
18-06-2014,587.16,146.76
08-04-2011,1666.656,18.396
24-11-2012,645.138,157.698
20-12-2013,1027.2,287.52
13-02-2012,612.684,-296.136
15-02-2012,546,60
30-09-2014,720.42,201.66
27-12-2013,700.68,350.28
20-06-2012,762.93,167.79
22-08-2013,1428.3,314.19
07-01-2013,1603.314,142.344
10-11-2014,2408.0925,339.8925
11-09-2014,930,158.1
28-11-2013,3232.845,-277.155
23-03-2012,724.536,-471.024
20-05-2013,621.45,192.6
08-06-2012,743.265,-520.335
17-05-2012,1162.485,284.085
13-08-2014,1218.45,268.05
16-04-2014,1393.875,572.925
23-05-2011,767.952,-358.488
24-06-2013,770.85,-447.15
26-12-2013,770.3064,9.2664
20-06-2014,1094.22,328.23
03-10-2013,1287.432,-536.448
12-08-2013,1091.34,87.3
08-02-2013,629.424,223.344
25-10-2012,1431.135,-127.215
21-11-2012,724.248,72.408
25-05-2013,440.37,166.17
13-10-2011,1139.16,284.76
17-10-2012,2052.54,638.46
13-07-2013,612.9,177.6
16-04-2014,1431.4725,-343.5975
03-09-2014,476.28,204.66
15-07-2014,2525.184,-294.816
04-03-2013,1845.72,535.2
17-05-2013,1208.25,-80.55
24-11-2012,1455.12,116.4
19-09-2013,781.47,281.25
23-12-2013,1232.1,431.1
11-05-2012,900.9,63
03-01-2011,912.456,-319.464
06-10-2011,965.58,376.53
09-10-2014,535.68,246.36
01-12-2014,1414.53,-106.47
13-11-2012,951.72,-495
28-02-2014,545.4,60.6
26-11-2012,955.17,429.75
08-12-2014,676.8,162.24
12-09-2012,332.43,33.18
03-06-2014,714.42,277.74
07-10-2013,967.032,-435.168
03-10-2012,1220.31,512.4
24-10-2012,1417.3578,-290.3022
11-09-2013,664.2,26.4
23-05-2011,918,119.34
16-12-2013,1057.14,0
17-09-2013,586.944,168.744
03-05-2013,925.92,101.79
06-12-2011,1048.56,262.08
08-06-2013,1180.095,151.695
31-01-2011,1917.24,517.56
26-03-2014,569.07,187.74
13-03-2014,969.36,348.81
29-05-2013,1697.25,-232.5
14-02-2014,1051.7175,308.4975
24-04-2014,1337.634,311.994
25-11-2014,1130.76,414.6
26-12-2013,252.558,2.718
24-07-2012,1034.8938,-62.3862
09-08-2014,964.17,-887.04
01-09-2011,767.52,45.9
17-04-2013,881.685,164.565
29-09-2014,1242.36,285.72
01-01-2013,2189.52,372.06
19-08-2014,487.38,107.22
30-12-2014,457.164,65.934
03-10-2011,780.165,320.715
11-06-2012,1419.6636,625.8636
04-09-2014,613.89,153.45
23-05-2014,1286.67,-2380.35
05-10-2012,1825.6182,593.7582
02-11-2013,661.905,8.685
02-06-2014,815.6286,43.8486
03-03-2011,1095.66,65.7
08-08-2012,1285.05,552.24
31-08-2012,639.84,-25.68
27-08-2012,861.9,405
23-11-2012,770.3811,232.0011
25-08-2014,457.7616,-82.8384
12-05-2012,410.184,150.264
12-12-2012,169.1208,-26.7192
18-12-2014,459.63,87.3
15-11-2012,586.764,45.504
05-06-2014,1320,488.4
03-12-2012,259.524,8.604
02-08-2014,242.856,-137.664
25-09-2013,741.96,7.38
08-11-2012,1571.724,87.264
07-01-2014,3810.996,-42.504
07-01-2012,1402.29,0
03-06-2011,972.648,-75.672
09-01-2013,727.056,-387.864
25-09-2013,1302.78,208.44
17-04-2013,723.3,332.7
16-11-2014,2503.872,834.552
14-11-2012,481.14,-77.04
19-07-2011,980.91,215.73
08-05-2014,374.85,123.69
17-07-2013,1252.584,-41.796
25-11-2013,682.95,116.1
04-10-2013,572.454,-362.556
26-04-2013,697.32,292.8
13-11-2014,633.48,69.66
01-11-2013,887.976,246.456
24-05-2011,1444.128,330.048
23-10-2012,463.176,-216.384
26-08-2014,607.14,36.36
11-10-2013,401.976,-140.724
01-11-2012,914.28,91.38
26-01-2012,527.0085,171.4185
05-08-2014,528.444,88.044
08-10-2014,1695.87,-37.83
01-07-2014,627.9,31.35
20-10-2014,1158.408,435.888
23-08-2012,664.35,26.55
24-06-2014,1236.465,-96.255
29-12-2011,353.16,39.24
26-11-2014,1157.22,300.78
01-09-2011,1100.16,175.86
25-12-2013,1255.5,97.65
14-11-2014,1174.56,187.92
04-06-2013,885.87,159.39
29-01-2014,853.344,-42.696
07-10-2011,578.61,150.39
01-01-2013,1362.06,340.41
26-04-2013,709.3125,-185.5575
02-02-2012,1109.16,498.96
29-03-2013,685.8,157.65
28-10-2014,972.864,32.424
23-06-2014,822.852,-411.498
13-10-2014,1291.65,413.25
18-09-2014,389.655,-83.145
03-10-2011,1567.62,661.86
30-05-2011,956.13,162.54
29-05-2014,429.48,85.86
18-07-2013,566.4,135.84
11-09-2014,397.44,15.84
22-09-2011,687.48,254.28
07-01-2014,1788.588,99.348
10-06-2011,672,329.28
06-09-2012,2447.55,228.3
06-10-2011,667.92,153.6
07-01-2013,1156.896,-38.664
22-11-2011,332.28,149.52
21-06-2012,1609.29,241.38
08-01-2014,769.86,59.22
11-09-2014,1094.22,328.23
18-06-2014,458.4,73.32
04-08-2011,963.36,154.08
21-03-2011,780.84,54.54
06-12-2011,639.45,19.05
25-05-2013,1107.9369,47.6469
25-06-2011,1044.2166,-650.2734
05-08-2014,781.224,-599.616
04-11-2013,341.9766,135.9666
24-06-2011,728.595,234.645
18-06-2014,835.056,-27.864
28-11-2013,488.16,136.68
27-04-2012,467.43,219.69
04-11-2013,828.8811,-53.4789
04-09-2014,1378.56,441.12
26-04-2013,1314.45,39.42
29-05-2014,1893.888,-221.112
08-05-2013,779.58,202.68
26-09-2011,437.7171,26.3571
27-07-2011,823.8591,97.3791
14-08-2013,365.283,-61.677
12-02-2014,655.452,240.252
25-09-2012,477.6,62.04
22-11-2014,1162.89,81.36
05-05-2014,853.65,221.85
11-12-2013,850.95,93.6
18-10-2014,1123.1703,-196.3197
04-09-2012,888.4755,296.1255
28-10-2011,434.4,65.16
10-04-2012,950.4,171
04-11-2014,891.99,445.83
01-11-2011,283.26,-181.38
11-04-2011,492.1236,-41.7564
22-01-2013,568.32,45.36
15-01-2013,496.53,152.25
22-12-2014,261.48,107.16
23-05-2014,269.865,77.955
12-09-2014,1079.784,275.904
25-10-2012,305.1,79.11
25-09-2011,1017.522,-22.698
22-11-2011,218.25,19.5
29-08-2014,986.37,108.36
18-08-2011,498.744,-232.776
26-05-2014,341.55,30.6
17-02-2014,344.5425,-45.9675
02-02-2013,397.8,55.68
28-07-2013,589.815,-259.605
20-11-2014,351.339,114.279
18-06-2013,1078.0455,-103.9545
13-07-2013,457.95,13.71
07-07-2014,1164.375,-201.825
23-03-2013,247.455,30.375
11-11-2014,664.767,162.477
13-06-2014,514.2348,192.0348
05-09-2011,555.516,59.796
16-09-2013,661.851,183.771
30-11-2011,286.8,137.52
25-05-2012,471.96,167.76
18-06-2014,607.824,60.744
26-11-2013,594.54,-59.58
18-03-2011,543.456,70.146
07-06-2012,730.6173,102.0573
23-01-2012,683.88,0
31-05-2014,1171.53,195.18
03-12-2014,651.96,110.7
12-03-2012,1725.462,747.612
15-05-2013,924.966,61.656
24-05-2014,292.7592,68.1192
26-04-2014,449.9145,49.8645
16-03-2012,474.8301,20.4201
31-03-2014,743.25,133.65
06-06-2012,403.83,185.64
12-09-2012,249.84,114.84
31-05-2012,1189.728,-106.002
04-09-2014,564.36,242.64
21-02-2011,803.25,224.85
06-08-2013,2120.79,169.47
12-02-2013,1091.25,196.38
15-02-2012,248.28,86.88
28-11-2013,1818.84,654.72
06-04-2013,657.396,-29.244
21-08-2013,1373.52,54.72
11-07-2011,455.1876,-151.7724
13-12-2014,1002.72,451.2
12-02-2014,1186.65,-39.6
02-02-2012,1184.94,130.32
10-08-2012,467.1576,-10.0824
06-10-2011,415.44,170.28
18-06-2012,370.35,151.83
18-10-2013,1912.32,-204
25-10-2012,353.85,123.69
26-11-2014,304.71,2.94
10-10-2014,593.568,-875.592
13-11-2012,763.917,-416.703
18-06-2012,445.554,128.694
11-06-2013,956.124,191.214
27-08-2014,255.42,119.88
11-10-2014,737.64,125.28
09-09-2013,696.762,247.722
02-05-2011,520.56,36.36
25-12-2014,772.605,-51.645
09-06-2014,327.312,5.352
25-11-2014,890.73,79.08
06-08-2013,651.348,-50.712
02-01-2012,413.37,115.74
17-01-2014,1008.063,28.773
13-08-2011,769.14,-20.7
31-01-2013,677.8776,-24.6024
26-06-2013,753.72,60.24
12-11-2014,621,99.36
12-09-2012,249.99,104.91
29-05-2014,838.62,176.04
20-12-2013,988.632,395.352
10-05-2013,457.92,0
05-11-2013,459.513,5.103
30-12-2013,1635.255,-127.245
15-11-2013,370.26,55.44
06-06-2012,293.112,-9.828
08-12-2011,769.662,170.982
24-07-2013,897.372,-205.188
15-03-2011,379.89,52.92
16-11-2011,337.68,64.14
05-09-2014,793.206,8.766
05-11-2012,343.83,89.43
22-08-2014,553.92,199.32
11-10-2012,657.84,164.4
10-07-2014,669.12,280.8
05-09-2013,1078.08,366.54
10-06-2014,1215.36,413.04
05-11-2013,741.852,271.992
04-09-2014,444.42,153.06
09-10-2014,1144.5,263.13
17-12-2013,1005.156,83.736
04-06-2012,826.56,41.28
12-12-2012,1175.58,117.54
19-04-2011,880.146,68.256
26-10-2012,1140.48,-418.32
27-10-2011,1285.47,565.38
22-06-2012,622.14,87.06
20-12-2013,751.2579,144.7479
11-12-2014,195.39,46.89
07-12-2012,457.14,45.69
05-11-2012,267.36,117.6
17-10-2013,333.153,88.803
02-07-2013,373.59,18.63
24-12-2012,911.52,309.78
11-11-2014,717.633,-79.737
30-08-2013,947.916,200.076
19-06-2014,274.407,-94.143
12-12-2013,385.11,38.43
27-11-2013,634.392,77.472
14-10-2014,818.25,376.35
14-01-2012,693.84,194.16
10-09-2012,677.6352,211.2552
08-12-2014,521.82,15.48
27-03-2012,381.375,-4.275
06-10-2014,793.476,343.836
23-03-2012,596.052,-218.568
19-04-2012,859.3065,-317.3535
16-01-2012,728.64,225.84
13-09-2013,379.809,113.859
11-03-2013,870.588,367.488
07-08-2014,342.072,-57.048
22-08-2013,989.7,178.05
30-11-2012,540.36,16.2
30-12-2014,387.261,-123.039
26-08-2014,591.3,218.7
27-08-2012,786.618,227.178
08-03-2012,631.512,-63.168
08-04-2013,545.37,-298.41
13-11-2014,712.3428,91.8228
16-08-2012,231.36,64.68
03-07-2014,252.84,68.25
07-02-2012,1285.44,89.88
25-06-2014,368.5302,-55.7298
30-12-2014,271.7631,-69.0669
25-02-2013,834.75,208.65
04-03-2013,646.5375,-17.2725
08-05-2013,785.79,369.27
16-11-2012,914.28,91.38
07-06-2013,426.6,34.05
20-10-2014,884.448,308.928
05-12-2011,809.7,372.3
05-03-2012,409.239,118.209
05-09-2013,575.694,57.534
25-03-2013,672.72,235.44
25-03-2013,798.75,311.49
11-07-2012,342.54,92.46
21-09-2013,934.86,439.38
22-09-2012,753.72,60.24
30-11-2012,280.26,128.88
26-08-2014,346.113,49.923
15-11-2013,666.72,73.32
24-11-2011,863.4951,-224.8749
12-06-2013,481.68,77.04
24-04-2012,558.6315,80.7315
06-06-2013,254.16,40.65
22-08-2013,399.5775,31.8675
16-04-2014,750.6,-33.45
22-11-2014,1892.25,927.15
10-10-2012,235.3086,-12.6714
16-08-2013,921.978,216.918
22-07-2013,502.0836,-48.4164
14-12-2011,674.6904,219.4104
04-02-2011,440.88,39.6
24-09-2012,947.7,28.35
27-06-2013,930,158.1
24-05-2011,955.17,429.75
04-11-2014,443.475,-381.465
26-03-2014,352.6587,4.1787
12-06-2013,590.22,295.11
08-06-2012,426.36,122.43
10-07-2013,473.472,120.972
09-06-2014,445.95,80.19
28-04-2014,553.635,-18.465
14-11-2012,729.48,218.82
21-11-2012,424.944,-84.996
31-05-2011,382.56,68.64
13-06-2014,684.606,-63.234
30-09-2014,476.49,47.46
17-09-2013,364.59,153.09
12-11-2014,697.2,132.45
10-08-2012,1001.1366,-233.2134
25-08-2011,646.3044,77.8644
19-09-2011,1968.03,262.38
27-11-2012,760.38,144.42
16-02-2013,827.55,397.2
20-10-2014,640.656,234.876
22-03-2011,273.18,46.44
09-01-2013,312.576,-210.384
09-06-2012,269.22,78.06
06-09-2013,507.924,186.204
11-07-2011,600.84,-152.28
30-08-2011,728.64,225.84
11-11-2014,551.286,24.426
07-05-2012,225.72,22.47
24-12-2013,669.78,214.32
06-12-2012,364.92,62.01
20-03-2013,489.0858,164.8458
18-02-2014,495.18,79.2
27-09-2011,1100.52,473.22
22-11-2012,613.71,211.26
13-11-2014,632.07,101.07
31-08-2011,483.552,-152.448
18-06-2012,334.8,78
14-11-2014,840.15,100.8
30-11-2013,504.9,237.24
23-07-2014,195.12,46.8
02-06-2011,413.3943,182.1843
09-12-2012,1140.3,-638.58
20-01-2012,656.532,145.872
03-12-2012,1409.04,436.77
22-11-2012,891.405,158.355
13-03-2014,1582.95,332.4
26-04-2013,395.88,71.22
21-04-2012,228.15,86.67
16-03-2013,218.52,30.51
08-09-2012,1317.3264,297.4464
11-07-2011,589.815,23.535
13-10-2014,339.795,-0.045
11-12-2014,217.35,108.63
29-12-2011,685.248,123.768
30-08-2011,383.76,22.95
05-11-2012,339.15,-305.55
16-08-2014,719.4825,-143.9175
28-10-2014,1038.339,149.769
10-02-2014,602.3808,114.7008
06-02-2013,998.1,419.13
26-11-2014,527.16,0
28-09-2012,427.41,4.23
16-12-2011,362.88,166.74
25-08-2014,982.125,87.255
10-03-2014,1230.66,24.57
31-10-2014,676.9728,120.5328
18-06-2014,963.36,154.08
31-05-2012,346.74,-20.82
13-11-2012,492.273,154.053
29-06-2012,529.0005,76.4505
18-11-2014,654.24,268.23
18-06-2012,328.644,51.084
27-09-2011,1022.04,40.86
27-05-2013,1094.5449,270.6849
10-07-2014,363.8466,-89.7534
03-12-2014,464.778,98.118
14-09-2012,515.52,108.24
12-03-2014,735.84,201.6
30-09-2013,553.0896,249.7296
19-02-2014,341.9982,80.8182
17-05-2012,365.958,48.708
22-09-2014,512.91,0
25-06-2013,477.576,169.776
02-08-2012,331.452,88.182
29-10-2013,469.2156,67.8156
30-06-2014,385.02,126.99
03-05-2013,1154.9616,417.4416
11-01-2012,1039.32,301.32
04-01-2012,142.9758,48.2058
05-09-2012,313.9641,86.9841
10-10-2014,538.38,-506.25
27-06-2013,551.76,215.16
06-12-2014,1654.668,165.348
13-02-2012,593.892,-39.708
10-02-2011,304.71,2.94
28-11-2011,871.182,-387.258
29-10-2013,367.902,151.182
06-01-2014,511.68,30.6
28-05-2012,990.432,-173.358
18-04-2014,1451.511,-256.149
07-10-2011,740.46,21.12
30-09-2013,183.789,55.089
12-06-2013,243.747,-6.693
03-12-2013,540.432,108.072
30-11-2013,220.5144,39.7944
21-10-2013,975.186,119.166
23-12-2013,498.96,74.79
15-11-2012,229.5216,3.6216
08-05-2012,1145.28,228.96
28-08-2013,666.225,-80.025
27-11-2013,417.42,45.9
28-11-2014,372.168,16.488
15-12-2011,391.545,-274.095
13-02-2014,681.1506,21.8106
07-10-2014,457.812,121.932
14-08-2012,427.68,37.98
28-12-2011,195.72,74.28
14-12-2011,679.884,-384.966
08-11-2013,894.42,62.55
06-06-2013,361.557,28.077
04-11-2014,356.616,-124.824
29-12-2012,891.108,257.388
01-02-2011,285.78,71.4
13-06-2012,379.7388,-36.1812
15-10-2014,874.68,192.42
19-08-2013,512.19,133.11
11-08-2014,254.16,40.65
17-12-2013,1102.86,55.14
13-08-2014,448.74,44.82
21-11-2014,594.72,291.36
21-10-2011,737.019,261.819
12-08-2014,397.143,70.533
18-08-2011,605.25,266.25
